table,fieldName,description,dataType,units,downloadPkg
dpsd_60_minutes,PM2.5Maximum,"Maximum particulate matter 2.5",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM2.5NumPts,"Number of points used to calculate the Median particulate matter 2.5",real,number,basic
dpsd_60_minutes,PM2.5MAD,"Median Absolute Deviation (from the median) for particulate matter 2.5",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM2.5rangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5rangePassQM,"Quality metric that summarizes the passed outcomes of the range test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5rangeNAQM,"Quality metric that summarizes when the range test for particulate matter 2.5 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5persistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5persistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5persistenceNAQM,"Quality metric that summarizes when the persistence test for particulate matter 2.5 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5stepFailQM,"Quality metric that summarizes the failed outcomes of the step test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5stepPassQM,"Quality metric that summarizes the passed outcomes of the step test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5stepNAQM,"Quality metric that summarizes when the step test for particulate matter 2.5 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5nullFailQM,"Quality metric that summarizes the failed outcomes of the null test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5nullPassQM,"Quality metric that summarizes the passed outcomes of the null test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5nullNAQM,"Quality metric that summarizes when the null test for particulate matter 2.5 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5gapFailQM,"Quality metric that summarizes the failed outcomes of the gap test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5gapPassQM,"Quality metric that summarizes the passed outcomes of the gap test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5gapNAQM,"Quality metric that summarizes when the gap test for particulate matter 2.5 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5spikeFailQM,"Quality metric that summarizes the failed outcomes of the spike test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5spikePassQM,"Quality metric that summarizes the passed outcomes of the spike test for particulate matter 2.5 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5spikeNAQM,"Quality metric that summarizes when the spike test for particulate matter 2.5 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5alphaQM,"Quality metric detailing the outcomes of the alpha quality flag for particulate matter 2.5 over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM2.5betaQM,"Quality metric detailing the outcomes of the beta quality flag for particulate matter 2.5 over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM2.5finalQF,"Quality flag indicating whether the PM2.5 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",unsigned integer,NA,basic
dpsd_60_minutes,PM2.5finalQFSciRvw,"Particulate matter 2.5 quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)",unsigned integer,NA,expanded
dpsd_60_minutes,PM1Median,"Median particulate matter 1",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM1Minimum,"Minimum particulate matter 1",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM1Maximum,"Maximum particulate matter 1",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM1NumPts,"Number of points used to calculate the Median particulate matter 1",real,number,basic
dpsd_60_minutes,PM1MAD,"Median Absolute Deviation (from the median) for particulate matter 1",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM1rangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1rangePassQM,"Quality metric that summarizes the passed outcomes of the range test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1rangeNAQM,"Quality metric that summarizes when the range test for particulate matter 1 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1persistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1persistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1persistenceNAQM,"Quality metric that summarizes when the persistence test for particulate matter 1 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1stepFailQM,"Quality metric that summarizes the failed outcomes of the step test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1stepPassQM,"Quality metric that summarizes the passed outcomes of the step test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1stepNAQM,"Quality metric that summarizes when the step test for particulate matter 1 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1nullFailQM,"Quality metric that summarizes the failed outcomes of the null test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1nullPassQM,"Quality metric that summarizes the passed outcomes of the null test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1nullNAQM,"Quality metric that summarizes when the null test for particulate matter 1 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1gapFailQM,"Quality metric that summarizes the failed outcomes of the gap test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1gapPassQM,"Quality metric that summarizes the passed outcomes of the gap test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1gapNAQM,"Quality metric that summarizes when the gap test for particulate matter 1 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1spikeFailQM,"Quality metric that summarizes the failed outcomes of the spike test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1spikePassQM,"Quality metric that summarizes the passed outcomes of the spike test for particulate matter 1 over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1spikeNAQM,"Quality metric that summarizes when the spike test for particulate matter 1 could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1alphaQM,"Quality metric detailing the outcomes of the alpha quality flag for particulate matter 1 over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM1betaQM,"Quality metric detailing the outcomes of the beta quality flag for particulate matter 1 over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM1finalQF,"Quality flag indicating whether the PM1 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",unsigned integer,NA,basic
dpsd_60_minutes,PM1finalQFSciRvw,"Particulate matter 1 quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)",unsigned integer,NA,expanded
dpsd_60_minutes,PM15sub50RHMedian,"Median of particulate matter 15 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM15sub50RHMinimum,"Minimum particulate matter 15 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM15sub50RHMaximum,"Maximum particulate matter 15 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM15sub50RHNumPts,"Number of points used to calculate the Median of particulate matter 15 measured at <50% relative humidity",real,number,basic
dpsd_60_minutes,PM15sub50RHMAD,"Median Absolute Deviation (from the median) for particulate matter 15 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM15sub50RHrangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHrangePassQM,"Quality metric that summarizes the passed outcomes of the range test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHrangeNAQM,"Quality metric that summarizes when the range test for PM15 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHpersistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHpersistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHpersistenceNAQM,"Quality metric that summarizes when the persistence test for PM15 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHstepFailQM,"Quality metric that summarizes the failed outcomes of the step test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHstepPassQM,"Quality metric that summarizes the passed outcomes of the step test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHstepNAQM,"Quality metric that summarizes when the step test for PM15 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHnullFailQM,"Quality metric that summarizes the failed outcomes of the null test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHnullPassQM,"Quality metric that summarizes the passed outcomes of the null test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHnullNAQM,"Quality metric that summarizes when the null test for PM15 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHgapFailQM,"Quality metric that summarizes the failed outcomes of the gap test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHgapPassQM,"Quality metric that summarizes the passed outcomes of the gap test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHgapNAQM,"Quality metric that summarizes when the gap test for PM15 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHspikeFailQM,"Quality metric that summarizes the failed outcomes of the spike test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHspikePassQM,"Quality metric that summarizes the passed outcomes of the spike test for PM15 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHspikeNAQM,"Quality metric that summarizes when the spike test for PM15 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM15sub50RHalphaQM,"Quality metric detailing the outcomes of the alpha quality flag for PM15 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM15sub50RHbetaQM,"Quality metric detailing the outcomes of the beta quality flag for PM15 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM15sub50RHfinalQF,"Quality flag indicating whether the PM15 at RH <50% data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",unsigned integer,NA,basic
dpsd_60_minutes,PM15sub50RHfinalQFSciRvw,"PM15 at RH <50% quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)",unsigned integer,NA,expanded
dpsd_60_minutes,PM10sub50RHMedian,"Median of particulate matter 10 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM10sub50RHMinimum,"Minimum particulate matter 10 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM10sub50RHMaximum,"Maximum particulate matter 10 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM10sub50RHNumPts,"Number of points used to calculate the Median of particulate matter 10 measured at <50% relative humidity",real,number,basic
dpsd_60_minutes,PM10sub50RHMAD,"Median Absolute Deviation (from the median) for particulate matter 10 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM10sub50RHrangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHrangePassQM,"Quality metric that summarizes the passed outcomes of the range test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHrangeNAQM,"Quality metric that summarizes when the range test for PM10 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHpersistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHpersistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHpersistenceNAQM,"Quality metric that summarizes when the persistence test for PM10 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHstepFailQM,"Quality metric that summarizes the failed outcomes of the step test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHstepPassQM,"Quality metric that summarizes the passed outcomes of the step test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHstepNAQM,"Quality metric that summarizes when the step test for PM10 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHnullFailQM,"Quality metric that summarizes the failed outcomes of the null test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHnullPassQM,"Quality metric that summarizes the passed outcomes of the null test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHnullNAQM,"Quality metric that summarizes when the null test for PM10 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHgapFailQM,"Quality metric that summarizes the failed outcomes of the gap test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHgapPassQM,"Quality metric that summarizes the passed outcomes of the gap test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHgapNAQM,"Quality metric that summarizes when the gap test for PM10 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHspikeFailQM,"Quality metric that summarizes the failed outcomes of the spike test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHspikePassQM,"Quality metric that summarizes the passed outcomes of the spike test for PM10 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHspikeNAQM,"Quality metric that summarizes when the spike test for PM10 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM10sub50RHalphaQM,"Quality metric detailing the outcomes of the alpha quality flag for PM10 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM10sub50RHbetaQM,"Quality metric detailing the outcomes of the beta quality flag for PM10 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM10sub50RHfinalQF,"Quality flag indicating whether the PM10 at RH <50% data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",unsigned integer,NA,basic
dpsd_60_minutes,PM10sub50RHfinalQFSciRvw,"PM10 at RH <50% quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)",unsigned integer,NA,expanded
dpsd_60_minutes,PM4sub50RHMedian,"Median of particulate matter 4 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM4sub50RHMinimum,"Minimum particulate matter 4 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM4sub50RHMaximum,"Maximum particulate matter 4 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM4sub50RHNumPts,"Number of points used to calculate the Median of particulate matter 4 measured at <50% relative humidity",real,number,basic
dpsd_60_minutes,PM4sub50RHMAD,"Median Absolute Deviation (from the median) for particulate matter 4 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM4sub50RHrangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHrangePassQM,"Quality metric that summarizes the passed outcomes of the range test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHrangeNAQM,"Quality metric that summarizes when the range test for PM4 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHpersistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHpersistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHpersistenceNAQM,"Quality metric that summarizes when the persistence test for PM4 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHstepFailQM,"Quality metric that summarizes the failed outcomes of the step test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHstepPassQM,"Quality metric that summarizes the passed outcomes of the step test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHstepNAQM,"Quality metric that summarizes when the step test for PM4 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHnullFailQM,"Quality metric that summarizes the failed outcomes of the null test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHnullPassQM,"Quality metric that summarizes the passed outcomes of the null test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHnullNAQM,"Quality metric that summarizes when the null test for PM4 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHgapFailQM,"Quality metric that summarizes the failed outcomes of the gap test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHgapPassQM,"Quality metric that summarizes the passed outcomes of the gap test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHgapNAQM,"Quality metric that summarizes when the gap test for PM4 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHspikeFailQM,"Quality metric that summarizes the failed outcomes of the spike test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHspikePassQM,"Quality metric that summarizes the passed outcomes of the spike test for PM4 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHspikeNAQM,"Quality metric that summarizes when the spike test for PM4 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM4sub50RHalphaQM,"Quality metric detailing the outcomes of the alpha quality flag for PM4 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM4sub50RHbetaQM,"Quality metric detailing the outcomes of the beta quality flag for PM4 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM4sub50RHfinalQF,"Quality flag indicating whether the PM4 at RH <50% data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",unsigned integer,NA,basic
dpsd_60_minutes,PM4sub50RHfinalQFSciRvw,"PM4 at RH <50% quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)",unsigned integer,NA,expanded
dpsd_60_minutes,PM2.5sub50RHMedian,"Median of particulate matter 2.5 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM2.5sub50RHMinimum,"Minimum particulate matter 2.5 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM2.5sub50RHMaximum,"Maximum particulate matter 2.5 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM2.5sub50RHNumPts,"Number of points used to calculate the Median of particulate matter 2.5 measured at <50% relative humidity",real,number,basic
dpsd_60_minutes,PM2.5sub50RHMAD,"Median Absolute Deviation (from the median) for particulate matter 2.5 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM2.5sub50RHrangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHrangePassQM,"Quality metric that summarizes the passed outcomes of the range test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHrangeNAQM,"Quality metric that summarizes when the range test for PM2.5 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHpersistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHpersistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHpersistenceNAQM,"Quality metric that summarizes when the persistence test for PM2.5 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHstepFailQM,"Quality metric that summarizes the failed outcomes of the step test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHstepPassQM,"Quality metric that summarizes the passed outcomes of the step test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHstepNAQM,"Quality metric that summarizes when the step test for PM2.5 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHnullFailQM,"Quality metric that summarizes the failed outcomes of the null test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHnullPassQM,"Quality metric that summarizes the passed outcomes of the null test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHnullNAQM,"Quality metric that summarizes when the null test for PM2.5 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHgapFailQM,"Quality metric that summarizes the failed outcomes of the gap test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHgapPassQM,"Quality metric that summarizes the passed outcomes of the gap test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHgapNAQM,"Quality metric that summarizes when the gap test for PM2.5 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHspikeFailQM,"Quality metric that summarizes the failed outcomes of the spike test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHspikePassQM,"Quality metric that summarizes the passed outcomes of the spike test for PM2.5 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHspikeNAQM,"Quality metric that summarizes when the spike test for PM2.5 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHalphaQM,"Quality metric detailing the outcomes of the alpha quality flag for PM2.5 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHbetaQM,"Quality metric detailing the outcomes of the beta quality flag for PM2.5 at RH <50% over the averaging period, as a percent and detailed in NEON.DOC.001113",real,percent,expanded
dpsd_60_minutes,PM2.5sub50RHfinalQF,"Quality flag indicating whether the PM2.5 at RH <50% data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)",unsigned integer,NA,basic
dpsd_60_minutes,PM2.5sub50RHfinalQFSciRvw,"PM2.5 at RH <50% quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)",unsigned integer,NA,expanded
dpsd_60_minutes,PM1sub50RHMedian,"Median of particulate matter 1 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM1sub50RHMinimum,"Minimum particulate matter 1 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM1sub50RHMaximum,"Maximum particulate matter 1 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM1sub50RHNumPts,"Number of points used to calculate the Median of particulate matter 1 measured at <50% relative humidity",real,number,basic
dpsd_60_minutes,PM1sub50RHMAD,"Median Absolute Deviation (from the median) for particulate matter 1 measured at <50% relative humidity",real,milligramsPerCubicMeter,basic
dpsd_60_minutes,PM1sub50RHrangeFailQM,"Quality metric that summarizes the failed outcomes of the range test for PM1 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1sub50RHrangePassQM,"Quality metric that summarizes the passed outcomes of the range test for PM1 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1sub50RHrangeNAQM,"Quality metric that summarizes when the range test for PM1 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1sub50RHpersistenceFailQM,"Quality metric that summarizes  the failed outcomes of the persistence test for PM1 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1sub50RHpersistencePassQM,"Quality metric that summarizes the passed outcomes of the persistence test for PM1 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1sub50RHpersistenceNAQM,"Quality metric that summarizes when the persistence test for PM1 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1sub50RHstepFailQM,"Quality metric that summarizes the failed outcomes of the step test for PM1 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1sub50RHstepPassQM,"Quality metric that summarizes the passed outcomes of the step test for PM1 at RH <50% over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1sub50RHstepNAQM,"Quality metric that summarizes when the step test for PM1 at RH <50% could not be run over the averaging period, as a percent",real,percent,expanded
dpsd_60_minutes,PM1sub50RHnullFailQM,"Quality metric that summarizes the failed outcomes of the null test for PM1 at RH <50% over the averaging period, as a percent",real,percent,expanded
